IDX,발화자,발화문,인텐트,상담번호,상담내순번
538892,c,지난 주에 냉장고를 하나 구매했는데 냉동실 온도 조절이 안되는 냉장고를 주셔서 이거 반품 하려고 합니다.,교환|반품|환불_방법_요청,21116,1
538893,c,"네. 온도 조절 부분 불량 여부 먼저 확인 해드리고, 환불 조치 도와드릴게요.",교환|반품|환불_방법_요청,21116,2
538894,c,김치냉장고 어제 산 제품이 작동이 안 되는데 교환 가능해요?,교환|반품|환불_방법_요청,20685,1
538895,c,네 구입하신 김치냉장고 교환 접수 가능합니다.,교환|반품|환불_방법_요청,20685,2
538896,c,인터넷으로 정수기 반품이 안 돼서 전화로 반품 신청을 하고 싶어요.,교환|반품|환불_방법_요청,71420,1
538897,s,"네, 그러면 반품 신청 진행하겠습니다.",교환|반품|환불_방법_요청,71420,2
538898,c,공기청정기가 작동에 이상이 있어서 환불해주시겠어요?,교환|반품|환불_방법_요청,2381,1
538899,c,"네, 공기청정기 환불처리 도와드리겠습니다.",교환|반품|환불_방법_요청,2381,2
538900,c,키보드를 어제 구매했는데 작동이 안되는 것 같아서 환불하고 싶습니다.,교환|반품|환불_방법_요청,20967,1
538901,c,네. 키보드 제품 작동 여부 확인 후 환불 처리 도와드리도록 할게요.,교환|반품|환불_방법_요청,20967,2
538902,c,순간온수기 설치 후에도 반품 가능할까요?,교환|반품|환불_방법_요청,52288,1
538903,c,설치 후에는 제품 불량을 제외하고는 반품이 안됩니다.,교환|반품|환불_방법_요청,52288,2
538904,c,스팀다리미 스팀이 잘 안 나오는데 교환해주세요.,교환|반품|환불_방법_요청,49093,1
538905,c,"네, 확인 후 교환해드리겠습니다. ",교환|반품|환불_방법_요청,49093,2
538906,c,마우스불량인 것 같은데 교환가능한지 좀 알려주세요.,교환|반품|환불_방법_요청,9391,1
538907,c,다른 마우스로 교환해드리겠습니다.,교환|반품|환불_방법_요청,9391,2
538908,c,산지 일주일 됐는데 히터센서 불량이라 교환받고 싶은데요.,교환|반품|환불_방법_요청,18580,1
538909,c,"네, 바로 교환해드리겠습니다. ",교환|반품|환불_방법_요청,18580,2
538910,c,며칠 전 여기서 산 스마트워치 아직 개봉도 안 했는데 환불 가능하죠?,교환|반품|환불_방법_요청,63101,1
538911,s,"네, 매장에서 구매 후 7일 이내이므로 환불 가능합니다.",교환|반품|환불_방법_요청,63101,2
538912,c,"공기청정기 필터 1개가 찢어져있던데, 교환 가능한가요?",교환|반품|환불_방법_요청,72615,1
538913,s,"네, 필터 1개 무상으로 교환 처리해드리겠습니다.",교환|반품|환불_방법_요청,72615,2
538914,c,안마기를 사용할 일이 별로 없을 것 같아 반품할래요.,교환|반품|환불_방법_요청,81524,1
538915,s,네. 영수증과 제품을 주시면 반품을 해드리겠습니다.,교환|반품|환불_방법_요청,81524,2
538916,c,어제 중고 게이밍 컴퓨터를 한대 구매해갔는데 집에 가서 확인해보니까 제가 원하는 그래픽카드가 아니라 반품처리 하겠습니다.,교환|반품|환불_방법_요청,20899,1
538917,c,네. 단순 변심으로 인한 환불 기간은 1일임으로 환불 처리 도와드리도록 할게요.,교환|반품|환불_방법_요청,20899,2
538918,c,의류 스타일러 구입 후 반품 가능한가요?,교환|반품|환불_방법_요청,31935,1
538919,c,"네, 반품 가능합니다.",교환|반품|환불_방법_요청,31935,2
538920,c,빈실린더가 소다스트림 껀데 충전 맞교환 신청하면 소다스트림 실린더 보내주실 수 있나요?,교환|반품|환불_방법_요청,190359,1
538921,s,주문하시면 지펠 냉장고에 호환 가능한 소다스테이션 실린더로 발송됩니다.,교환|반품|환불_방법_요청,190359,2
538922,c,어제 여기서 구매한 갤럭시 핏 화이트로 변경해주시겠어요?,교환|반품|환불_방법_요청,57523,1
538923,s,"네, 확인 후 상품 교환 처리 도와드리겠습니다.",교환|반품|환불_방법_요청,57523,2
538924,c,마우스불량인 것 같은데 교환받을 수 있을까요?,교환|반품|환불_방법_요청,78912,1
538925,s,"네, 새 마우스로 바로 바꿔드리겠습니다.",교환|반품|환불_방법_요청,78912,2
538926,c,"선풍기 히터 샀는데 회전이 안되네요, 교환 되나요?",교환|반품|환불_방법_요청,21188,1
538927,c,죄송합니다. 바로 교환 해드리겠습니다.,교환|반품|환불_방법_요청,21188,2
538928,c,어제 산 가습기 다른 제품으로 교환하고 싶어서요.,교환|반품|환불_방법_요청,28735,1
538929,c,"네, 확인 후에 교환 도와드리겠습니다.",교환|반품|환불_방법_요청,28735,2
538930,c,노트북 키보드가 안 눌러지는데 바꿔주실 수 있을까요?,교환|반품|환불_방법_요청,78904,1
538931,s,"네, 키보드 오류가 있는 상품은 바로 교환해드릴 수 있어요.",교환|반품|환불_방법_요청,78904,2
538932,c,스팀다리미 매장에 반품하러가면 바로 환불해주시나요?,교환|반품|환불_방법_요청,48537,1
538933,c,"네, 바로 환불 됩니다.",교환|반품|환불_방법_요청,48537,2
538934,c,쿠쿠 전기밥솥을 하나 샀는데 콘센트를 꽃아도 아무 반응이 없어서 환불해야할 것 같아요.,교환|반품|환불_방법_요청,20830,1
538935,c,"네. 저희가 제품 상태 확인 한 번 해보고, 이상이 있다면 환불 처리 진행하겠습니다.",교환|반품|환불_방법_요청,20830,2
538936,c,재봉틀이 소음이 너무 큰데 저소음 제품으로 교환할 수 있나요?,교환|반품|환불_방법_요청,41956,1
538937,c,네. 다른 브랜드로 안내해드리겠습니다.,교환|반품|환불_방법_요청,41956,2
538938,c,회전불량 교환되는지 확인부탁드립니다.,교환|반품|환불_방법_요청,39170,1
538939,c,"네, 확인하고 교환해드리도록 하겠습니다.",교환|반품|환불_방법_요청,39170,2
538940,c,김치냉장고 어제 산 제품이 작동이 안 되는데 교환할 수 있어요?,교환|반품|환불_방법_요청,20699,1
538941,c,네 구입하신 김치냉장고 교환하실 수 있습니다.,교환|반품|환불_방법_요청,20699,2
538942,c,설치한 세탁기를 반품하고 싶은데 괜찮나요?,교환|반품|환불_방법_요청,47095,1
538943,c,"아니요, 세탁기 반품은 설치 전에만 가능합니다.",교환|반품|환불_방법_요청,47095,2
538944,c,노트북 환불했는데 입금이 안되어서 확인 부탁드리겠습니다.,교환|반품|환불_방법_요청,81901,1
538945,s,입금은 내일 될거에요.,교환|반품|환불_방법_요청,81901,2
538946,c,가습기 더 큰 걸로 교환 가능한지 문의드립니다.,교환|반품|환불_방법_요청,28739,1
538947,c,"네, 교환 가능하신 상태입니다.",교환|반품|환불_방법_요청,28739,2
538948,c,노트북 색상 하얀걸로 바꿔주세요.,교환|반품|환불_방법_요청,9878,1
538949,c,"네, 햐얀걸로 바꿔드릴게요.",교환|반품|환불_방법_요청,9878,2
538950,c,티비 오늘 설치된 거 보니까 불량화소가 있어요. 교환해주세요.,교환|반품|환불_방법_요청,55820,1
538951,c,기사님이 가셔서 불량 확인 후 교환 절차 도와주실 거예요.,교환|반품|환불_방법_요청,55820,2
538952,c,냉장고 품질이 맘에 들지 않으면 반품해도 되나요?,교환|반품|환불_방법_요청,6944,1
538953,c,상품의 이상이 아닌 경우에는 단순 변심 반품으로 가능합니다.,교환|반품|환불_방법_요청,6944,2
538954,c,인수완료 했는데 색상변경 가능한가요?,교환|반품|환불_방법_요청,48985,1
538955,c,"아뇨, 인수완료 후 색상변경은 안 됩니다.",교환|반품|환불_방법_요청,48985,2
538956,c,키보드를 어제 구매했는데 작동이 안되는 것 같아서 환불하려 합니다.,교환|반품|환불_방법_요청,20969,1
538957,c,네. 키보드 제품 작동 여부 확인 후 환불 처리 도와드릴게요.,교환|반품|환불_방법_요청,20969,2
538958,c,갤럭시 버즈 라이브 음량조절이 안 되는데 환불 부탁드려요.,교환|반품|환불_방법_요청,80635,1
538959,s,"네, 갤럭시 버즈 라이브 환불 바로 도와드릴게요.",교환|반품|환불_방법_요청,80635,2
538960,c,어제 갤럭시 핏 배송받았는데 색깔 화이트로 바꿀 수 있나요?,교환|반품|환불_방법_요청,32511,1
538961,c,"네, 갤럭시 핏 색상 교환 가능합니다.",교환|반품|환불_방법_요청,32511,2
538962,c,이 밥솥에 지은 밥이 찰지지 않고 푸석해서 교환하고 싶어요.,교환|반품|환불_방법_요청,16476,1
538963,c,"네, 교환 처리 해드리겠습니다.",교환|반품|환불_방법_요청,16476,2
538964,c,LED 스탠드에 관절이 접히지 않아서 반품할래요.,교환|반품|환불_방법_요청,41678,1
538965,c,네. 죄송합니다. 반품신청해주세요.,교환|반품|환불_방법_요청,41678,2
538966,c,배송중에 모니터가 깨진거 같은데 교환 해주시는거죠?,교환|반품|환불_방법_요청,68159,1
538967,s,"네, 회수한 제품 확인 후 교환절차 밝도록 도와드릴게요.",교환|반품|환불_방법_요청,68159,2
538968,c,의류 스타일러 3일 전에 샀는데 반품 가능해요?,교환|반품|환불_방법_요청,31940,1
538969,c,"네, 가능하지만 반품비는 발생하세요.",교환|반품|환불_방법_요청,31940,2
538970,c,드라이기 찬 바람 안 나오는데 환불 가능하죠?,교환|반품|환불_방법_요청,14963,1
538971,c,네. 환불 가능합니다.,교환|반품|환불_방법_요청,14963,2
538972,c,제습기 제가 분명히 흰색으로 달라고 했는데 집에 가서 박스 열어보니까 회색이 들어있네요. 교환해주세요.,교환|반품|환불_방법_요청,53964,1
538973,c,"죄송합니다, 바로 교환해드리겠습니다.",교환|반품|환불_방법_요청,53964,2
538974,c,어제 구입한 공기청정기가 불량인데 환불해 주실 수 있죠?,교환|반품|환불_방법_요청,61966,1
538975,s,"네, 공기청정기 환불해 드리겠습니다.",교환|반품|환불_방법_요청,61966,2
538976,c,사진인화기랑 잉크랑 같이 샀는데 잉크만 환불할 수 있을까요?,교환|반품|환불_방법_요청,26841,1
538977,c,"네, 잉크만 환불할 수 있습니다.",교환|반품|환불_방법_요청,26841,2
538978,c,"버즈 이어폰 교환 때문에 2시쯤 가려는데, 괜찮죠?",교환|반품|환불_방법_요청,4498,1
538979,c,"네, 2시쯤 오시면, 버즈 이어폰을 교환해 드리겠습니다.",교환|반품|환불_방법_요청,4498,2
538980,c,어제 산 김치냉장고 설치했더니 작동이 안 되는데 교환받을 수 있을까요?,교환|반품|환불_방법_요청,20708,1
538981,c,네 구입하신 김치냉장고 교환 받으실 수 있어요.,교환|반품|환불_방법_요청,20708,2
538982,c,노트북 단순변심으로 환불할 수 있습니까?,교환|반품|환불_방법_요청,9895,1
538983,c,"네, 단순변심으로 환불 가능합니다.",교환|반품|환불_방법_요청,9895,2
538984,c,눈마사지기 해도 좋은 걸 못 느끼겠는데 환불 받을 수 없나요?,교환|반품|환불_방법_요청,26535,1
538985,c,환불 받으실 수 있습니다.,교환|반품|환불_방법_요청,26535,2
538986,c,김치냉장고에 흠집이 있는데 교환 접수 가능합니까?,교환|반품|환불_방법_요청,30787,1
538987,c,네 김치냉장고 흠집으로 교환 접수하실 수 있어요.,교환|반품|환불_방법_요청,30787,2
538988,c,이 삼각대는 높이 조절이 안 돼서 교환하고 싶어요.,교환|반품|환불_방법_요청,41655,1
538989,c,네. 교환할 수 있도록 처리하겠습니다.,교환|반품|환불_방법_요청,41655,2
538990,c,인수완료 했는데 색상 좀 바꿔주실 수 있을까요?,교환|반품|환불_방법_요청,48987,1
538991,c,인수완료 후에는 색상 변경이 어렵습니다.,교환|반품|환불_방법_요청,48987,2
538992,c,모니터 환불 접수된 건지 확인 좀 해주실래요?,교환|반품|환불_방법_요청,17049,1
538993,c,"네, 모니터 환불 건 확인해드리겠습니다.",교환|반품|환불_방법_요청,17049,2
538994,c,제품 하자인데 환불이 안 되는 건가요?,교환|반품|환불_방법_요청,14982,1
538995,c,제품 하자의 경우 환불해 드립니다.,교환|반품|환불_방법_요청,14982,2
538996,c,노트북 모서리가 깨져있던데 환불할게요.,교환|반품|환불_방법_요청,9760,1
538997,c,"네, 환불 도와드릴게요.",교환|반품|환불_방법_요청,9760,2
538998,c,영수증 없이도 교환 받을 수 있는 방법이 있나요?,교환|반품|환불_방법_요청,36827,1
538999,c,영수증 없으셔도 구입 기록을 남겨두기 때문에 교환이 가능합니다.,교환|반품|환불_방법_요청,36827,2
539000,c,와플메이커에 자동전원차단 기능이 없어서 환불할래요.,교환|반품|환불_방법_요청,51760,1
539001,c,죄송하지만 본 제품은 그 기능이 원래 없습니다.,교환|반품|환불_방법_요청,51760,2
539002,c,제품을 여러 개를 샀는데 일부만 반품할 수도 있나요?,교환|반품|환불_방법_요청,15256,1
539003,c,"네, 여러개의 상품을 구매하셨더라도 부분 반품이 가능합니다",교환|반품|환불_방법_요청,15256,2
539004,c,3일 전에 구입한 전화기가 필요 없어져서 환불 부탁드려요.,교환|반품|환불_방법_요청,82506,1
539005,s,고객님의 단순 변심에 의한 환불은 되지 않습니다.,교환|반품|환불_방법_요청,82506,2
539006,c,스마트워치 환불 접수 좀 부탁할게요.,교환|반품|환불_방법_요청,37488,1
539007,c,구매 후 7일 이내에는 환불 가능하십니다.,교환|반품|환불_방법_요청,37488,2
539008,c,가습기 사간 거 다른 걸로 교환해도 됩니까?,교환|반품|환불_방법_요청,28736,1
539009,c,확인하고 교환 도와드리겠습니다.,교환|반품|환불_방법_요청,28736,2
539010,c,무선고데기에 충전이 전혀 안되는데 환불가능하죠?,교환|반품|환불_방법_요청,28232,1
539011,c,"네, 전원켜져있는 사진 찍어서 보내주시면 됩니다.",교환|반품|환불_방법_요청,28232,2
539012,c,어제 구입한 에어프라이어를 다른 색으로 교환하고 싶어요.,교환|반품|환불_방법_요청,81376,1
539013,s,"네, 영수증을 확인한 뒤 교환을 도와드리겠습니다.",교환|반품|환불_방법_요청,81376,2
539014,c,지금 모니터 다른 사이즈로 바꿔갈 수 있어요?,교환|반품|환불_방법_요청,72966,1
539015,s,"네, 모니터 사이즈 교환 신청 가능합니다.",교환|반품|환불_방법_요청,72966,2
539016,c,어제 산 마우스가 도착했는데 찌그러져서 왔으니깐 교환해주세요.,교환|반품|환불_방법_요청,59772,1
539017,s,불편을 드려 죄송합니다. 해당 제품 바로 교환 해드리겠습니다.,교환|반품|환불_방법_요청,59772,2
539018,c,노트북에서 계속 이상한 소리 나는데 반품할게요.,교환|반품|환불_방법_요청,9894,1
539019,c,"네, 반품 신청서 작성해 주세요.",교환|반품|환불_방법_요청,9894,2
539020,c,전기매트 모터가 고장 난 거 같은데 교환 가능한가요?,교환|반품|환불_방법_요청,31350,1
539021,c,네. 모터 확인 후 교환 안내해드릴게요.,교환|반품|환불_방법_요청,31350,2
539022,c,8핀케이블 4개 PET 필름 2개 다른 건 다 제대로 왔는데 8핀 젠더를 구입했는데 C타입 젠더로 배송이 왔습니다. 어떤 식으로 교환이 될까요?,교환|반품|환불_방법_요청,391081,1
539023,s,마이페이지에서 환불 또는 교환 접수 후 문제 사진을 첨부해 주시면 처리를 도와드리겠습니다.,교환|반품|환불_방법_요청,391081,2
539024,c,스팀다리미 교환하려고 하는 데 됩니까?,교환|반품|환불_방법_요청,49094,1
539025,c,확인 후에 교환해드리겠습니다.,교환|반품|환불_방법_요청,49094,2
539026,c,안마기를 확인해봤더니 부품이 깨져있어서 교환 좀 해주시겠어요?,교환|반품|환불_방법_요청,64505,1
539027,s,"네, 멀쩡한 걸로 교환해드리겠습니다.",교환|반품|환불_방법_요청,64505,2
539028,c,어제 구입한 김치냉장고가 작동이 안 되는데 교환 되는지요.,교환|반품|환불_방법_요청,20687,1
539029,c,네 구입하신 김치냉장고 교환 신청 됩니다.,교환|반품|환불_방법_요청,20687,2
539030,c,어제 반품 접수 한거 혹시 철회 할 수 있을까요?,교환|반품|환불_방법_요청,57467,1
539031,s,"네, 반품 접수 철회 하실 수 있으세요.",교환|반품|환불_방법_요청,57467,2
539032,c,SSD카드 제품불량으로 인한 반품 가능한가요?,교환|반품|환불_방법_요청,49567,1
539033,c,"네, 제품불량으로 인한 반품 가능합니다.",교환|반품|환불_방법_요청,49567,2
539034,c,제습기 물통이 깨진 채로 들어있어서 집 안에 물이 줄줄 다 흘렀어요! 환불해주세요.,교환|반품|환불_방법_요청,53963,1
539035,c,"죄송합니다, 환불해드리겠습니다.",교환|반품|환불_방법_요청,53963,2
539036,c,구매영수증 없이 가습기 반품 가능합니까?,교환|반품|환불_방법_요청,28737,1
539037,c,영수증 없으시면 반품이 어려운데요.,교환|반품|환불_방법_요청,28737,2
539038,c,노트북 제가 구매한 제품이 아닌 다른 제품으로 주셨던데 바꿔주세요.,교환|반품|환불_방법_요청,81798,1
539039,s,"불편끼쳐 죄송합니다, 지금 바로 바꿔드리겠습니다.",교환|반품|환불_방법_요청,81798,2
539040,c,구매한 지 일주일 지났는데 혹시 교환해주실 수 있을까요?,교환|반품|환불_방법_요청,78919,1
539041,s,"네, 일주일 지난 상품도 교환해드리고 있습니다.",교환|반품|환불_방법_요청,78919,2
539042,c,어제 구매한 키보드 엔터 키가 빠졌는데 교환되나요?,교환|반품|환불_방법_요청,17039,1
539043,c,"네, 키보드 교환됩니다.",교환|반품|환불_방법_요청,17039,2
539044,c,다이슨 에어랩 반품하고 싶은데 정품박스 없어도 가능할까요?,교환|반품|환불_방법_요청,78733,1
539045,s,정품박스 분실 또는 훼손 시 반품을 해드릴 수 없습니다.,교환|반품|환불_방법_요청,78733,2
539046,c,디지털 카메라 구매한지 5일째인데 반품 돼요?,교환|반품|환불_방법_요청,37870,1
539047,c,"네, 일주일 이전이면 반품 가능합니다.",교환|반품|환불_방법_요청,37870,2
539048,c,"어제 가습기를 샀는데, 방에서 쓰기엔 너무 작아서 반품을 좀 하고 싶은데요.",교환|반품|환불_방법_요청,25343,1
539049,c,그러면 저희가 간단한 체크하고 반품 도와드릴게요.,교환|반품|환불_방법_요청,25343,2
539050,c,교환하려면 또 시간이 걸리니 현재 것과 기사님이 보내주시는 것과 맞교환으로 처리해 주실 수 있으면 그렇게 부탁드립니다 가능하신 가요?,교환|반품|환불_방법_요청,208560,1
539051,s,상품을 미리 보내드리고 불량 상품을 이후에 수거하는 방식도 가능합니다. 그러나 교환상품도 말씀하신 부분이 미흡할 수 있어 상위 모델 4단 워머 삼각대는 디자인은 비슷하나 튼튼하며 말씀하신 가로세로 각도가 잘 맞는 편입니다.,교환|반품|환불_방법_요청,208560,2
539052,c,이 에어프라이어 다른 색깔로 교환할 수 있나요?,교환|반품|환불_방법_요청,8979,1
539053,c,에어프라이어 개봉 안 하셨으면 교환 가능합니다.,교환|반품|환불_방법_요청,8979,2
539054,c,아기옷 세탁했는데 얼룩이 생겨서 환불할래요.,교환|반품|환불_방법_요청,31559,1
539055,c,죄송합니다. 신속하게 환불조치하겠습니다.,교환|반품|환불_방법_요청,31559,2
539056,c,청소기 교환할 수 있나요?,교환|반품|환불_방법_요청,11076,1
539057,c,"네, 교환 가능합니다.",교환|반품|환불_방법_요청,11076,2
539058,c,얼음 만드는 기능이 있는 정수기로 변경하고 싶습니다.,교환|반품|환불_방법_요청,71404,1
539059,s,"네, 그러면 저희가 먼저 제품 모델 확인을 해보겠습니다.",교환|반품|환불_방법_요청,71404,2
539060,c,이틀 전에 산 가습기 반품하고 싶은데 되나요?,교환|반품|환불_방법_요청,28734,1
539061,c,확인 후 반품 도와드리도록 하겠습니다.,교환|반품|환불_방법_요청,28734,2
539062,c,회전이 이상해서 교환 좀 하려고 하는데요.,교환|반품|환불_방법_요청,39167,1
539063,c,"네, 확인하고 교환해드리겠습니다.",교환|반품|환불_방법_요청,39167,2
539064,c,어제 저녁에 받아 그냥 충전시켜 노코아침에 와서 작동시켜 볼라니까 밑에 전원 키도 고정이 안 되어 온 오프로 왔다리갔다 리하고 접속도 안 되고 해서 교환신청했는데 맞교환 가능한가요?,교환|반품|환불_방법_요청,148775,1
539065,s,금일 제품 수거접수 드리겠으며 내일 또는 모레 수거기사님 방문 예정입니다.,교환|반품|환불_방법_요청,148775,2
539066,c,갤럭시 버즈 불량으로 교환하고 싶습니다.,교환|반품|환불_방법_요청,45209,1
539067,c,네 상품 확인 후 교환 도와드릴게요.,교환|반품|환불_방법_요청,45209,2
539068,c,건조기 3일 밖에 사용안했는데 고장이 났으니 다른 제품으로 교환해주세요.,교환|반품|환불_방법_요청,46015,1
539069,c,"네, 건조기 교환 도와드릴게요.",교환|반품|환불_방법_요청,46015,2
539070,c,이거 해운대 롯데마트에서 산 건데 여기서 반품해도 되나요?,교환|반품|환불_방법_요청,42734,1
539071,c,"네, 해운대 롯데마트에서 구매하신 제품도 반품 가능합니다.",교환|반품|환불_방법_요청,42734,2
539072,c,이 세탁기에 소음이 너무 심한데 교환 가능한가요?,교환|반품|환불_방법_요청,31517,1
539073,c,죄송하지만 A/S에 수리 신청해주세요.,교환|반품|환불_방법_요청,31517,2
539074,c,헤어드라이기가 바람 전환이 안돼서 바꿔주세요.,교환|반품|환불_방법_요청,23358,1
539075,c,네. 교환 도와드리겠습니다.,교환|반품|환불_방법_요청,23358,2
539076,c,김치냉장고에 흠집이 있는데 교환 신청이 가능합니까?,교환|반품|환불_방법_요청,30805,1
539077,c,네 구입하신 김치냉장고 흠집 교환해드릴게요.,교환|반품|환불_방법_요청,30805,2
539078,c,반품할건데 택배로 보내도 됩니까?,교환|반품|환불_방법_요청,39017,1
539079,c,"네, 택배로 보내셔도 됩니다.",교환|반품|환불_방법_요청,39017,2
539080,c,핸드블렌더 사면서 받은 영수증이 없는데 교환 가능할까요?,교환|반품|환불_방법_요청,36821,1
539081,c,"네, 영수증 없으셔도 교환 가능합니다.",교환|반품|환불_방법_요청,36821,2
539082,c,어제 구매했는데 이 갤럭시 핏 화이트로 바꿔줄 수 있나요?,교환|반품|환불_방법_요청,57524,1
539083,s,"네, 개봉하지 않은 제품이라 색상 교환 가능합니다.",교환|반품|환불_방법_요청,57524,2
539084,c,소다스트림 실린더에요소다스트림 실린더인데요 이미 주문을 했는데요 맞교환 가능한가요?,교환|반품|환불_방법_요청,190382,1
539085,s,주문 건은 전일 발송되었습니다. 빈실린더는 미리 택배 포장해 두셨다가 택배기사님과 맞교환 부탁드립니다.,교환|반품|환불_방법_요청,190382,2
539086,c,거품기가 고장나서 반품하고 싶어요.,교환|반품|환불_방법_요청,8189,1
539087,c,네. 택배사에게 반품 요청해주세요.,교환|반품|환불_방법_요청,8189,2
539088,c,핸드블렌더 구매하면서 영수증 안 받았는데 교환 신청할 수 있는 건가요?,교환|반품|환불_방법_요청,61550,1
539089,s,"네, 제품 영수증 안 받으셨어도 교환 신청하실 수 있습니다.",교환|반품|환불_방법_요청,61550,2
539090,c,노트북 액정이 생각보다 작아서 반품할게요.,교환|반품|환불_방법_요청,9763,1
539091,c,"네, 반품 처리 도와드릴게요.",교환|반품|환불_방법_요청,9763,2
539092,c,스팀다리미 어제 구매했는데 오늘 매장에서 교환되나요?,교환|반품|환불_방법_요청,48532,1
539093,c,"네, 영수증만 있으시면 교환해드릴게요.",교환|반품|환불_방법_요청,48532,2
539094,c,노트북 상자만 열어본 새건데 반품할 수 있죠?,교환|반품|환불_방법_요청,9891,1
539095,c,"네, 반품하실 수 있습니다.",교환|반품|환불_방법_요청,9891,2
539096,c,어제 구입한 무선고데기가 충전이 안돼서 교환해주실 수 있나요?,교환|반품|환불_방법_요청,28237,1
539097,c,"네, 새제품으로 교환해드리겠습니다.",교환|반품|환불_방법_요청,28237,2
539098,c,몇 번 사용을 하지도 않는 터치펜인데 그냥 환불해 주시면 좋겠어요.,교환|반품|환불_방법_요청,81454,1
539099,s,개봉을 한 뒤 사용한 제품의 경우 교환 및 환불이 불가한 점 양해 부탁드립니다.,교환|반품|환불_방법_요청,81454,2
539100,c,벽걸이 TV가 저희 집에 설치가 불가한데 다른 모델로 교환할 수 있나요?,교환|반품|환불_방법_요청,29030,1
539101,c,"네, 7일이내에는 교환 가능합니다.",교환|반품|환불_방법_요청,29030,2
539102,c,오늘 TV 구매했는데 환불하고 싶습니다.,교환|반품|환불_방법_요청,2663,1
539103,c,"네, TV환불 처리 도와드리겠습니다.",교환|반품|환불_방법_요청,2663,2
539104,c,전기 면도기가 산 지 3일만에 고장이 나서 교환 좀 해 주시겠어요?,교환|반품|환불_방법_요청,4089,1
539105,c,"네, 새 제품으로 바로 교환해 드리겠습니다.",교환|반품|환불_방법_요청,4089,2
539106,c,지난 주에 냉장고를 하나 사갔는데 냉동실 온도가 아무리 낮춰도 0도 미만으로 안떨어지는데 이거 다른 제품으로 교환할께요.,교환|반품|환불_방법_요청,21107,1
539107,c,"네. 해당 제품 온도 조절 부분 불량인지 확인해보고, 교환 처리 도와드리도록 할게요.",교환|반품|환불_방법_요청,21107,2
539108,c,영수증 없는데 핸드블렌더 교환해주실 수 있어요?,교환|반품|환불_방법_요청,61549,1
539109,s,"네, 제품 구입 기록이 남아있을테니 교환해드릴 수 있습니다.",교환|반품|환불_방법_요청,61549,2
539110,c,"어제 마우스를 구매했는데, 휠이 잘 안 돌아가니 교환하고 싶어요.",교환|반품|환불_방법_요청,60569,1
539111,s,"네, 잠시만 기다리시면 제품 교환을 해드릴게요.",교환|반품|환불_방법_요청,60569,2
539112,c,반품 택배접수도 받으십니까?,교환|반품|환불_방법_요청,39016,1
539113,c,"네, 택배접수 받습니다. ",교환|반품|환불_방법_요청,39016,2
539114,c,어제 중고 게이밍 컴퓨터를 한대 구매해갔는데 집에 가서 확인해보니까 제가 원하는 그래픽카드가 아니라 반품 가능할까요?,교환|반품|환불_방법_요청,20900,1
539115,c,네. 단순 변심으로 인한 환불 기간은 1일임으로 환불 처리 진행하겠습니다.,교환|반품|환불_방법_요청,20900,2
539116,c,마우스불량인 것 같은데 교환가능한거 맞는거죠?,교환|반품|환불_방법_요청,9394,1
539117,c,"네, 새 마우스로 교환해드리겠습니다.",교환|반품|환불_방법_요청,9394,2
539118,c,"전기팬을 구매했는데, 환불 가능할까요?",교환|반품|환불_방법_요청,8192,1
539119,c,영수증을 보여주시면 환불처리 해드리겠습니다.,교환|반품|환불_방법_요청,8192,2
539120,c,배송중에 모니터가 깨진거 같은데 교환 해주시나요?,교환|반품|환불_방법_요청,68158,1
539121,s,"네, 회수한 제품 확인하면 교환 안내해드리겠습니다.",교환|반품|환불_방법_요청,68158,2
539122,c,어제 구매한 쿠쿠 전기밥솥이 콘센트에 아무리 꽃아도 켜지질 않아서 다른 제품으로 교환이 될까요?,교환|반품|환불_방법_요청,20836,1
539123,c,"네. 일단 상태 확인 해보고, 저희가 교환 처리 진행하는걸로 하겠습니다.",교환|반품|환불_방법_요청,20836,2
539124,c,안마의자가 이상한 곳으로 배송된 것 같은데 그냥 취소해주세요.,교환|반품|환불_방법_요청,44586,1
539125,c,네 일단 배송기사와 통화 후에 다시 연락 드리겠습니다.,교환|반품|환불_방법_요청,44586,2
539126,c,구입한 김치냉장고에 흠집이 있는데 교환 되나요?,교환|반품|환불_방법_요청,30794,1
539127,c,죄송하지만 김치냉장고 흠집으로 교환 받으실 수 없어요.,교환|반품|환불_방법_요청,30794,2
539128,c,냉장고 불량으로 교환 받으려는데 다른 모델로 교환 받을 수 있나요?,교환|반품|환불_방법_요청,11433,1
539129,c,네 다른 모델로 교환하려면 추가 비용이 드실 수 있습니다.,교환|반품|환불_방법_요청,11433,2
539130,c,써큘레이터 반품 신청했는데 택배로 반품 진행해도 되겠습니까?,교환|반품|환불_방법_요청,37686,1
539131,c,"아니요, 반품은 매장에서만 접수를 받고 있어서 써큘레이터는 직접 가지고 오셔야 해요.",교환|반품|환불_방법_요청,37686,2
539132,c,포장 박스 없는 핸드폰 반품 처리 해주세요.,교환|반품|환불_방법_요청,45474,1
539133,c,네 반품처리 하겠습니다. 핸드폰 주세요.,교환|반품|환불_방법_요청,45474,2
539134,c,노트북 산지 하루만에 버벅대는데 환불받을 수 있죠?,교환|반품|환불_방법_요청,9901,1
539135,c,"네, 환불 해드릴게요.",교환|반품|환불_방법_요청,9901,2
539136,c,어제 노트북 샀는데 교환할 수 있을까요?,교환|반품|환불_방법_요청,81893,1
